dateFinal,timeFinal,Temperature,Humidity,CO2,TVOC,PM1
11/12/2022,11:13:40,33.53,63.59,493,14,8
11/12/2022,11:13:46,33.53,63.61,493,14,8
11/12/2022,11:13:51,33.52,63.58,506,16,8
11/12/2022,11:13:57,33.54,63.57,502,15,8
11/12/2022,11:14:03,33.55,63.53,501,15,8
11/12/2022,11:14:09,33.57,63.51,501,15,7
11/12/2022,11:14:15,33.56,63.47,508,16,7
11/12/2022,11:14:23,33.59,63.42,527,19,8
11/12/2022,11:14:28,33.58,63.36,501,15,8
11/12/2022,11:14:34,33.58,63.31,488,13,8
11/12/2022,11:14:41,33.58,63.26,475,11,8
11/12/2022,11:14:46,33.56,63.26,466,10,8
11/12/2022,11:14:51,33.56,63.25,457,8,8
11/12/2022,11:14:57,33.53,63.28,461,9,9
11/12/2022,11:15:03,33.57,63.31,476,11,8
11/12/2022,11:15:08,33.59,63.31,488,13,8
11/12/2022,11:15:14,33.59,63.28,495,14,8
11/12/2022,11:15:19,33.55,63.27,464,9,8
11/12/2022,11:15:25,33.54,63.28,451,7,9
11/12/2022,11:15:34,33.56,63.33,464,9,9
11/12/2022,11:15:40,33.59,63.35,488,13,8
11/12/2022,11:15:45,33.59,63.31,502,15,8
11/12/2022,11:15:51,33.6,63.33,498,14,8
11/12/2022,11:15:57,33.62,63.33,498,14,8
11/12/2022,11:16:02,33.6,63.32,486,13,8
11/12/2022,11:16:07,33.58,63.34,476,11,8
11/12/2022,11:16:13,33.54,63.38,459,8,8
11/12/2022,11:16:18,33.57,63.42,464,9,8
11/12/2022,11:16:23,33.57,63.47,498,14,8
11/12/2022,11:16:29,33.6,63.5,502,15,8
11/12/2022,11:16:34,33.58,63.48,543,21,8
11/12/2022,11:16:40,33.6,63.47,524,18,8
11/12/2022,11:16:45,33.59,63.44,505,15,8
11/12/2022,11:16:51,33.6,63.42,505,15,8
11/12/2022,11:16:56,33.59,63.45,505,15,8
11/12/2022,11:17:02,33.62,63.45,508,16,7
11/12/2022,11:17:08,33.6,63.41,546,22,8
11/12/2022,11:17:14,33.62,63.39,529,19,8
11/12/2022,11:17:19,33.64,63.33,501,15,8
11/12/2022,11:17:25,33.6,63.3,487,13,8
11/12/2022,11:17:32,33.64,63.35,493,14,7
11/12/2022,11:17:37,33.65,63.35,501,15,7
11/12/2022,11:17:43,33.65,63.33,508,16,7
11/12/2022,11:17:48,33.65,63.3,518,17,7
11/12/2022,11:17:54,33.68,63.3,501,15,7
11/12/2022,11:18:00,33.68,63.27,531,19,7
11/12/2022,11:18:05,33.68,63.28,531,19,7
11/12/2022,11:18:11,33.67,63.23,529,19,7
11/12/2022,11:18:16,33.66,63.26,503,15,7
11/12/2022,11:18:22,33.66,63.24,529,19,8
11/12/2022,11:18:28,33.67,63.23,497,14,8
11/12/2022,11:18:34,33.7,63.26,503,15,8
11/12/2022,11:18:39,33.7,63.24,518,17,8
11/12/2022,11:18:45,33.71,63.2,536,20,8
11/12/2022,11:18:50,33.68,63.09,501,15,8
11/12/2022,11:18:55,33.67,63.05,481,12,8
11/12/2022,11:19:01,33.68,63.01,472,10,8
11/12/2022,11:19:07,33.7,63.01,482,12,8
11/12/2022,11:19:13,33.7,63.02,498,14,7
11/12/2022,11:19:18,33.71,62.98,501,15,7
11/12/2022,11:19:24,33.7,62.93,495,14,8
11/12/2022,11:19:29,33.73,62.9,498,14,8
11/12/2022,11:19:35,33.72,62.89,515,17,8
11/12/2022,11:19:40,33.72,62.85,519,18,8
11/12/2022,11:19:46,33.72,62.82,498,14,8
11/12/2022,11:19:51,33.7,62.8,482,12,8
11/12/2022,11:19:57,33.72,62.8,472,10,7
11/12/2022,11:20:03,33.72,62.8,460,9,7
11/12/2022,11:20:09,33.72,62.82,481,12,7
11/12/2022,11:20:15,33.7,62.8,483,12,8
11/12/2022,11:20:20,33.69,62.77,497,14,8
11/12/2022,11:20:26,33.71,62.77,488,13,8
11/12/2022,11:20:31,33.76,62.79,531,19,8
11/12/2022,11:20:37,33.76,62.76,524,18,8
11/12/2022,11:20:43,33.75,62.72,518,17,8
11/12/2022,11:20:48,33.75,62.73,524,18,8
11/12/2022,11:20:53,33.75,62.71,518,17,8
11/12/2022,11:20:59,33.77,62.68,514,17,8
11/12/2022,11:21:04,33.75,62.66,497,14,7
11/12/2022,11:21:10,33.73,62.65,497,14,7
11/12/2022,11:21:16,33.75,62.67,527,19,8
11/12/2022,11:21:21,33.76,62.65,524,18,8
11/12/2022,11:21:28,33.78,62.65,549,22,8
11/12/2022,11:21:33,33.79,62.63,542,21,8
11/12/2022,11:21:38,33.79,62.58,556,23,7
11/12/2022,11:21:44,33.81,62.56,527,19,7
11/12/2022,11:21:50,33.79,62.58,514,17,7
11/12/2022,11:21:55,33.78,62.56,518,17,7
11/12/2022,11:22:01,33.8,62.56,520,18,7
11/12/2022,11:22:09,33.79,62.57,534,20,8
11/12/2022,11:22:16,33.81,62.53,542,21,8
11/12/2022,11:22:21,33.82,62.48,553,23,7
11/12/2022,11:22:27,33.83,62.43,529,19,8
11/12/2022,11:22:33,33.8,62.42,506,16,7
11/12/2022,11:22:38,33.78,62.39,481,12,7
11/12/2022,11:22:43,33.76,62.43,475,11,7
11/12/2022,11:22:49,33.77,62.47,478,11,8
11/12/2022,11:22:55,33.75,62.48,486,13,8
11/12/2022,11:23:01,33.76,62.5,496,14,8
11/12/2022,11:23:06,33.77,62.47,514,17,8
11/12/2022,11:23:12,33.78,62.42,523,18,8
11/12/2022,11:23:17,33.79,62.39,533,20,8
11/12/2022,11:23:23,33.8,62.36,523,18,8
11/12/2022,11:23:29,33.81,62.32,519,18,8
11/12/2022,11:23:35,33.8,62.32,519,18,8
11/12/2022,11:23:40,33.8,62.28,523,18,7
11/12/2022,11:23:45,33.82,62.28,519,18,7
11/12/2022,11:23:51,33.79,62.25,496,14,7
11/12/2022,11:23:57,33.81,62.21,480,12,7
11/12/2022,11:24:02,33.81,62.26,520,18,7
11/12/2022,11:24:07,33.79,62.24,495,14,7
11/12/2022,11:24:13,33.81,62.23,483,12,7
11/12/2022,11:24:18,33.81,62.2,476,11,7
11/12/2022,11:24:23,33.8,62.17,463,9,7
11/12/2022,11:24:29,33.78,62.13,460,9,7
11/12/2022,11:24:35,33.79,62.15,455,8,8
11/12/2022,11:24:41,33.79,62.16,455,8,8
11/12/2022,11:24:46,33.79,62.16,463,9,7
11/12/2022,11:24:52,33.78,62.14,448,7,7
11/12/2022,11:25:06,33.8,62.17,403,0,8
11/12/2022,11:25:12,33.79,62.17,413,1,8
11/12/2022,11:25:18,33.78,62.14,423,3,8
11/12/2022,11:25:23,33.79,62.1,409,1,8
11/12/2022,11:25:30,33.78,62.07,400,0,7
11/12/2022,11:25:35,33.78,62.06,400,0,7
11/12/2022,11:25:41,33.75,62.07,400,0,7
11/12/2022,11:25:47,33.71,62.11,405,0,7
11/12/2022,11:25:52,33.73,62.14,417,2,7
11/12/2022,11:25:58,33.72,62.19,402,0,7
11/12/2022,11:26:04,33.71,62.25,439,5,7
11/12/2022,11:26:09,33.71,62.3,425,3,7
11/12/2022,11:26:15,33.71,62.29,460,9,7
11/12/2022,11:26:20,33.73,62.31,456,8,8
11/12/2022,11:26:26,33.76,62.32,487,13,8
11/12/2022,11:26:31,33.75,62.29,481,12,7
11/12/2022,11:26:37,33.77,62.27,481,12,7
11/12/2022,11:26:42,33.77,62.28,487,13,7
11/12/2022,11:26:47,33.78,62.28,483,12,8
11/12/2022,11:26:52,33.77,62.3,493,14,8
11/12/2022,11:26:58,33.76,62.32,456,8,8
11/12/2022,11:27:04,33.77,62.36,465,9,7
11/12/2022,11:27:09,33.77,62.36,483,12,7
11/12/2022,11:27:15,33.76,62.36,465,9,8
11/12/2022,11:27:20,33.75,62.35,454,8,8
11/12/2022,11:27:26,33.72,62.39,445,6,7
11/12/2022,11:27:31,33.75,62.42,450,7,7
11/12/2022,11:27:36,33.75,62.44,481,12,8
11/12/2022,11:27:42,33.75,62.47,481,12,8
11/12/2022,11:27:47,33.77,62.47,502,15,8
11/12/2022,11:27:52,33.75,62.48,473,11,8
11/12/2022,11:27:58,33.73,62.47,465,9,8
11/12/2022,11:28:03,33.73,62.47,448,7,8
11/12/2022,11:28:09,33.76,62.5,459,8,8
11/12/2022,11:28:14,33.75,62.55,476,11,8
11/12/2022,11:28:19,33.78,62.57,480,12,8
11/12/2022,11:28:25,33.78,62.58,482,12,8
11/12/2022,11:28:30,33.8,62.56,501,15,8
11/12/2022,11:28:37,33.81,62.52,496,14,8
11/12/2022,11:28:42,33.79,62.51,503,15,8
11/12/2022,11:28:47,33.8,62.47,462,9,8
11/12/2022,11:28:53,33.79,62.45,459,8,7
11/12/2022,11:28:59,33.78,62.43,441,6,7
11/12/2022,11:29:04,33.77,62.41,426,3,8
11/12/2022,11:29:09,33.78,62.4,432,4,8
11/12/2022,11:29:14,33.77,62.41,442,6,8
11/12/2022,11:29:20,33.78,62.37,460,9,8
11/12/2022,11:29:25,33.79,62.32,473,11,8
11/12/2022,11:29:31,33.8,62.28,473,11,8
11/12/2022,11:29:36,33.79,62.25,450,7,8
11/12/2022,11:29:42,33.8,62.21,456,8,7
11/12/2022,11:29:47,33.8,62.17,446,7,8
11/12/2022,11:29:53,33.8,62.17,450,7,8
11/12/2022,11:29:58,33.82,62.1,460,9,8
11/12/2022,11:30:04,33.82,62.06,466,10,8
11/12/2022,11:30:09,33.82,61.96,462,9,8
11/12/2022,11:30:14,33.82,61.88,462,9,8
11/12/2022,11:30:19,33.84,61.83,466,10,8
11/12/2022,11:30:25,33.83,61.79,477,11,8
11/12/2022,11:30:30,33.84,61.75,473,11,8
11/12/2022,11:30:35,33.84,61.7,452,7,8
11/12/2022,11:30:41,33.81,61.69,446,7,8
11/12/2022,11:30:48,33.81,61.69,410,1,8
11/12/2022,11:30:53,33.82,61.7,422,3,8
11/12/2022,11:30:59,33.82,61.74,422,3,8
11/12/2022,11:31:04,33.83,61.77,450,7,9
11/12/2022,11:31:10,33.82,61.73,435,5,9
11/12/2022,11:31:15,33.82,61.75,420,3,8
11/12/2022,11:31:21,33.83,61.77,438,5,8
11/12/2022,11:31:26,33.83,61.77,456,8,9
11/12/2022,11:31:32,33.83,61.75,452,7,9
11/12/2022,11:31:38,33.84,61.73,446,7,8
11/12/2022,11:31:45,33.82,61.7,410,1,8
11/12/2022,11:31:51,33.82,61.73,422,3,8
11/12/2022,11:31:57,33.83,61.73,432,4,8
11/12/2022,11:32:02,33.82,61.8,446,7,8
11/12/2022,11:32:07,33.81,61.77,434,5,8
11/12/2022,11:32:13,33.79,61.81,415,2,8
11/12/2022,11:32:19,33.79,61.84,406,0,8
11/12/2022,11:32:24,33.79,61.89,421,3,8
11/12/2022,11:32:30,33.79,61.92,425,3,9
11/12/2022,11:32:35,33.81,61.92,434,5,8
11/12/2022,11:32:41,33.8,61.93,461,9,8
11/12/2022,11:32:46,33.82,61.91,476,11,8
11/12/2022,11:32:52,33.82,61.91,461,9,8
11/12/2022,11:32:58,33.82,61.85,459,8,8
11/12/2022,11:33:04,33.82,61.83,443,6,8
11/12/2022,11:33:09,33.82,61.85,443,6,8
11/12/2022,11:33:15,33.78,61.88,418,2,8
11/12/2022,11:33:20,33.79,61.9,446,7,9
11/12/2022,11:33:26,33.79,61.92,438,5,9
11/12/2022,11:33:33,33.81,61.95,432,4,9
11/12/2022,11:33:38,33.78,62.03,432,4,9
11/12/2022,11:33:44,33.79,62.06,418,2,8
11/12/2022,11:33:51,33.8,62.12,463,9,8
11/12/2022,11:33:56,33.8,62.18,456,8,9
11/12/2022,11:34:03,33.79,62.19,463,9,8
11/12/2022,11:34:08,33.81,62.23,506,16,8
11/12/2022,11:34:14,33.82,62.27,473,11,9
11/12/2022,11:34:19,33.8,62.3,476,11,8
11/12/2022,11:34:25,33.82,62.32,488,13,8
11/12/2022,11:34:30,33.83,62.33,480,12,8
11/12/2022,11:34:36,33.82,62.33,506,16,8
11/12/2022,11:34:43,33.86,62.34,506,16,8
11/12/2022,11:34:49,33.84,62.36,515,17,8
11/12/2022,11:34:55,33.85,62.35,501,15,8
11/12/2022,11:35:01,33.84,62.39,501,15,9
11/12/2022,11:35:06,33.85,62.41,487,13,9
11/12/2022,11:35:12,33.85,62.45,472,10,9
11/12/2022,11:35:17,33.83,62.47,457,8,8
11/12/2022,11:35:23,33.82,62.51,472,10,8
11/12/2022,11:35:28,33.85,62.55,517,17,8
11/12/2022,11:35:34,33.84,62.57,1110,108,8
11/12/2022,11:35:40,33.86,62.59,1242,128,8
11/12/2022,11:35:45,33.83,62.61,1502,173,8
11/12/2022,11:35:51,33.85,62.61,1547,205,8
11/12/2022,11:35:56,33.88,62.63,1636,278,9
11/12/2022,11:36:01,33.88,62.62,1647,287,9
11/12/2022,11:36:07,33.89,62.64,1636,278,9
11/12/2022,11:36:14,33.89,62.63,1611,255,9
11/12/2022,11:36:20,33.83,62.67,1615,259,9
11/12/2022,11:36:26,33.84,62.72,1611,255,9
11/12/2022,11:36:31,33.85,62.77,1619,263,9
11/12/2022,11:36:37,33.85,62.8,1628,270,9
11/12/2022,11:36:42,33.86,62.85,1619,263,9
11/12/2022,11:36:48,33.82,62.86,1619,263,9
11/12/2022,11:36:54,33.81,62.93,1597,242,8
11/12/2022,11:36:59,33.85,62.95,1597,242,8
11/12/2022,11:37:05,33.83,63,1592,238,8
11/12/2022,11:37:10,33.85,63.02,1588,235,8
11/12/2022,11:37:16,33.82,63.01,1566,219,8
11/12/2022,11:37:21,33.82,63.06,1562,216,9
11/12/2022,11:37:27,33.8,63.07,1559,212,9
11/12/2022,11:37:32,33.82,63.09,1556,211,9
11/12/2022,11:37:38,33.83,63.13,1556,211,9
11/12/2022,11:37:44,33.82,63.13,1546,204,9
11/12/2022,11:37:50,33.83,63.14,1546,204,9
11/12/2022,11:37:56,33.83,63.13,1537,197,9
11/12/2022,11:38:01,33.85,63.11,1522,186,9
11/12/2022,11:38:07,33.82,63.13,1507,177,9
11/12/2022,11:38:14,33.77,63.15,1507,177,8
11/12/2022,11:38:19,33.75,63.21,1491,166,8
11/12/2022,11:38:25,33.77,63.28,1507,177,8
11/12/2022,11:38:30,33.77,63.36,1495,168,9
11/12/2022,11:38:36,33.78,63.4,1512,179,9
11/12/2022,11:38:41,33.77,63.4,1495,168,9
11/12/2022,11:38:46,33.79,63.42,1495,168,9
11/12/2022,11:38:52,33.82,63.39,1495,168,8
11/12/2022,11:38:58,33.82,63.39,1499,171,8
11/12/2022,11:39:03,33.81,63.35,1495,168,8
11/12/2022,11:39:08,33.82,63.32,1499,171,8
11/12/2022,11:39:14,33.81,63.31,1436,157,8
11/12/2022,11:39:19,33.8,63.31,1436,157,8
11/12/2022,11:39:24,33.82,63.3,1397,151,8
11/12/2022,11:39:30,33.82,63.28,1352,145,8
11/12/2022,11:39:36,33.83,63.24,1307,138,8
11/12/2022,11:39:41,33.82,63.18,1262,131,8
11/12/2022,11:39:47,33.81,63.06,1174,117,8
11/12/2022,11:39:52,33.78,62.98,1150,114,8
11/12/2022,11:39:58,33.81,62.93,1163,116,8
11/12/2022,11:40:03,33.83,62.87,1122,109,7
11/12/2022,11:40:09,33.82,62.8,1144,113,7
11/12/2022,11:40:15,33.83,62.7,1083,104,8
11/12/2022,11:40:20,33.8,62.62,1029,95,8
11/12/2022,11:40:26,33.79,62.56,981,88,8
11/12/2022,11:40:32,33.78,62.53,981,88,8
11/12/2022,11:40:37,33.82,62.57,1004,92,8
11/12/2022,11:40:43,33.82,62.52,981,88,8
11/12/2022,11:40:49,33.79,62.48,1014,93,8
11/12/2022,11:40:55,33.82,62.4,945,83,8
11/12/2022,11:41:00,33.83,62.38,956,84,8
11/12/2022,11:41:06,33.82,62.36,902,76,8
11/12/2022,11:41:13,33.78,62.32,872,71,7
11/12/2022,11:41:18,33.78,62.33,889,74,7
11/12/2022,11:41:23,33.78,62.36,889,74,7
11/12/2022,11:41:29,33.78,62.39,915,78,7
11/12/2022,11:41:35,33.8,62.43,933,81,7
11/12/2022,11:41:40,33.81,62.42,954,84,7
11/12/2022,11:41:46,33.78,62.34,942,82,7
11/12/2022,11:41:52,33.78,62.35,990,89,7
11/12/2022,11:41:58,33.82,62.37,977,87,7
11/12/2022,11:42:04,33.79,62.38,1017,93,7
11/12/2022,11:42:10,33.82,62.39,1035,96,7
11/12/2022,11:42:15,33.82,62.37,1060,100,7
11/12/2022,11:42:21,33.82,62.34,997,90,7
11/12/2022,11:42:27,33.81,62.32,961,85,7
11/12/2022,11:42:33,33.83,62.35,1035,96,7
11/12/2022,11:42:38,33.83,62.34,1017,93,7
11/12/2022,11:42:44,33.83,62.32,1060,100,7
11/12/2022,11:42:50,33.84,62.32,1071,102,7
11/12/2022,11:42:56,33.84,62.29,1035,96,7
11/12/2022,11:43:01,33.83,62.26,997,90,7
11/12/2022,11:43:07,33.82,62.25,961,85,8
11/12/2022,11:43:18,33.85,62.28,408,1,8
11/12/2022,11:43:24,33.88,62.28,400,0,7
11/12/2022,11:43:29,33.88,62.32,403,0,7
11/12/2022,11:43:35,33.88,62.32,408,1,7
11/12/2022,11:43:40,33.86,62.36,400,0,7
11/12/2022,11:43:46,33.89,62.36,402,0,7
11/12/2022,11:43:51,33.88,62.41,416,2,8
11/12/2022,11:43:56,33.89,62.45,400,0,8
11/12/2022,11:44:02,33.89,62.49,400,0,8
11/12/2022,11:44:08,33.92,62.47,400,0,7
11/12/2022,11:44:13,33.94,62.47,439,5,7
11/12/2022,11:44:19,33.93,62.45,405,0,7
11/12/2022,11:44:25,33.93,62.43,400,0,7
11/12/2022,11:44:31,33.96,62.37,400,0,7
11/12/2022,11:44:36,33.98,62.34,411,1,6
11/12/2022,11:44:41,34,62.29,400,0,6
11/12/2022,11:44:48,33.99,62.25,400,0,6
11/12/2022,11:44:54,34,62.22,413,1,6
11/12/2022,11:44:59,34.03,62.23,400,0,6
11/12/2022,11:45:05,34.04,62.17,400,0,6
11/12/2022,11:45:11,34.05,62.1,400,0,6
11/12/2022,11:45:17,34.07,61.99,400,0,6
11/12/2022,11:45:23,34.08,61.9,405,0,7
11/12/2022,11:45:28,34.1,61.84,400,0,7
11/12/2022,11:45:34,34.1,61.76,402,0,6
11/12/2022,11:45:39,34.12,61.69,400,0,6
11/12/2022,11:45:45,34.15,61.62,403,0,6
11/12/2022,11:45:51,34.17,61.54,400,0,6
11/12/2022,11:46:11,34.2,61.37,400,0,6
11/12/2022,11:46:16,34.22,61.21,400,0,7
11/12/2022,11:46:21,34.23,61.14,406,0,7
11/12/2022,11:46:27,34.25,61.08,415,2,7
11/12/2022,11:46:33,34.28,61.04,425,3,7
11/12/2022,11:46:38,34.26,61.06,435,5,7
11/12/2022,11:46:44,34.29,61.06,444,6,7
11/12/2022,11:46:50,34.31,61.04,441,6,7
11/12/2022,11:46:55,34.33,61.02,441,6,7
11/12/2022,11:47:03,34.33,61.03,444,6,6
11/12/2022,11:47:09,34.36,60.96,435,5,6
11/12/2022,11:47:14,34.37,60.94,425,3,6
11/12/2022,11:47:20,34.4,60.89,418,2,6
11/12/2022,11:47:26,34.39,60.85,418,2,6
11/12/2022,11:47:31,34.39,60.79,410,1,6
11/12/2022,11:47:37,34.43,60.74,406,0,7
11/12/2022,11:47:43,34.45,60.69,410,1,7
11/12/2022,11:47:48,34.46,60.67,410,1,6
11/12/2022,11:47:53,34.47,60.64,418,2,6
11/12/2022,11:47:59,34.48,60.65,441,6,6
11/12/2022,11:48:05,34.48,60.61,428,4,6
11/12/2022,11:48:10,34.49,60.62,444,6,6
11/12/2022,11:48:15,34.5,60.58,428,4,6
11/12/2022,11:48:21,34.52,60.54,428,4,6
11/12/2022,11:48:26,34.53,60.46,410,1,6
11/12/2022,11:48:32,34.55,60.39,406,0,6
11/12/2022,11:48:37,34.57,60.33,406,0,6
11/12/2022,11:48:43,34.57,60.32,418,2,7
11/12/2022,11:48:49,34.58,60.24,402,0,7
11/12/2022,11:49:02,34.61,60.21,410,1,7
11/12/2022,11:49:08,34.62,60.19,428,4,7
11/12/2022,11:49:14,34.66,60.19,418,2,7
11/12/2022,11:49:19,34.65,60.18,439,5,7
11/12/2022,11:49:25,34.66,60.15,427,4,7
11/12/2022,11:49:30,34.68,60.11,427,4,6
11/12/2022,11:49:35,34.68,60.08,445,6,6
11/12/2022,11:49:41,34.71,60,414,2,6
11/12/2022,11:49:46,34.71,59.9,401,0,6
11/12/2022,11:49:52,34.74,59.81,410,1,6
11/12/2022,11:49:58,34.73,59.74,423,3,7
11/12/2022,11:50:04,34.74,59.71,418,2,6
11/12/2022,11:50:10,34.77,59.66,418,2,6
11/12/2022,11:50:15,34.75,59.63,441,6,6
11/12/2022,11:50:21,34.77,59.59,418,2,6
11/12/2022,11:50:26,34.8,59.54,428,4,6
11/12/2022,11:50:31,34.79,59.45,410,1,6
11/12/2022,11:50:37,34.82,59.42,435,5,6
11/12/2022,11:50:46,34.84,59.37,425,3,6
11/12/2022,11:50:52,34.85,59.32,418,2,6
11/12/2022,11:50:57,34.84,59.3,418,2,6
11/12/2022,11:51:06,34.85,59.27,441,6,6
11/12/2022,11:51:11,34.86,59.19,400,0,7
11/12/2022,11:51:17,34.89,59.12,400,0,7
11/12/2022,11:51:22,34.89,59.05,405,0,7
11/12/2022,11:51:28,34.89,59.01,402,0,7
11/12/2022,11:51:34,34.91,58.97,402,0,6
11/12/2022,11:51:40,34.93,58.96,402,0,6
11/12/2022,11:51:45,34.93,58.97,411,1,6
11/12/2022,11:51:51,34.93,58.95,415,2,6
11/12/2022,11:51:56,34.95,58.97,418,2,6
11/12/2022,11:52:02,34.97,58.97,427,4,6
11/12/2022,11:52:08,34.98,58.96,415,2,6
11/12/2022,11:52:14,34.98,58.96,418,2,6
11/12/2022,11:52:19,35,58.97,427,4,6
11/12/2022,11:52:25,35.02,58.97,441,6,6
11/12/2022,11:52:31,35,58.97,448,7,7
11/12/2022,11:52:36,35.02,58.93,427,4,6
11/12/2022,11:52:42,35.03,58.86,418,2,6
11/12/2022,11:52:48,35.03,58.79,418,2,6
11/12/2022,11:52:53,35.05,58.75,427,4,6
11/12/2022,11:52:59,35.06,58.72,435,5,6
11/12/2022,11:53:04,35.08,58.7,456,8,6
11/12/2022,11:53:11,35.09,58.64,445,6,6
11/12/2022,11:53:17,35.08,58.6,427,4,6
11/12/2022,11:53:22,35.08,58.54,448,7,6
11/12/2022,11:53:28,35.11,58.51,432,4,7
11/12/2022,11:53:34,35.13,58.46,456,8,7
11/12/2022,11:53:39,35.13,58.46,553,23,7
11/12/2022,11:53:45,35.15,58.45,836,66,7
11/12/2022,11:53:51,35.13,58.42,1302,137,6
11/12/2022,11:53:56,35.15,58.42,1478,164,6
11/12/2022,11:54:03,35.16,58.46,1184,119,7
11/12/2022,11:54:08,35.16,58.48,972,87,6
11/12/2022,11:54:20,35.17,58.52,857,69,6
11/12/2022,11:54:26,35.23,58.58,857,69,6
11/12/2022,11:54:31,35.23,58.54,857,69,6
11/12/2022,11:54:37,35.19,58.53,865,70,7
11/12/2022,11:54:42,35.22,58.49,885,73,7
11/12/2022,11:54:47,35.23,58.48,900,76,7
11/12/2022,11:54:52,35.26,58.48,915,78,7
11/12/2022,11:54:58,35.24,58.45,981,88,7
11/12/2022,11:55:03,35.25,58.46,959,85,7
11/12/2022,11:55:09,35.27,58.42,959,85,6
11/12/2022,11:55:14,35.27,58.41,942,82,6
11/12/2022,11:55:20,35.28,58.39,942,82,6
11/12/2022,11:55:25,35.28,58.37,870,71,6
11/12/2022,11:55:31,35.28,58.36,870,71,7
11/12/2022,11:55:36,35.28,58.35,880,73,7
11/12/2022,11:55:42,35.3,58.36,853,69,6
11/12/2022,11:55:48,35.31,58.38,857,69,6
11/12/2022,11:55:54,35.32,58.35,895,75,6
11/12/2022,11:56:00,35.31,58.34,870,71,6
11/12/2022,11:56:05,35.33,58.32,895,75,6
11/12/2022,11:56:10,35.35,58.32,900,76,6
11/12/2022,11:56:16,35.36,58.34,935,81,6
11/12/2022,11:56:22,35.36,58.31,909,77,7
11/12/2022,11:56:27,35.37,58.32,909,77,7
11/12/2022,11:56:32,35.38,58.31,909,77,6
11/12/2022,11:56:38,35.38,58.34,920,79,6
11/12/2022,11:56:43,35.39,58.32,900,76,6
11/12/2022,11:56:49,35.4,58.33,942,82,6
11/12/2022,11:56:54,35.4,58.3,935,81,6
11/12/2022,11:57:00,35.41,58.37,954,84,6
11/12/2022,11:57:06,35.41,58.34,975,87,6
11/12/2022,11:57:12,35.41,58.31,1009,92,6
11/12/2022,11:57:18,35.44,58.32,1038,97,6
11/12/2022,11:57:23,35.43,58.31,1032,96,6
11/12/2022,11:57:59,35.45,58.18,920,79,6
11/12/2022,11:58:05,35.49,58.14,857,69,7
11/12/2022,11:58:10,35.5,58.13,853,69,7
11/12/2022,11:58:18,35.5,58.1,836,66,7
11/12/2022,11:58:23,35.5,58.06,804,61,7
11/12/2022,11:58:29,35.5,58.04,798,60,7
11/12/2022,11:58:35,35.52,57.98,798,60,7
11/12/2022,11:58:40,35.53,58,798,60,7
11/12/2022,11:58:45,35.53,57.98,798,60,7
11/12/2022,11:58:52,35.55,57.98,804,61,7
11/12/2022,11:58:59,35.56,57.95,804,61,6
11/12/2022,11:59:04,35.55,57.94,804,61,6
11/12/2022,11:59:10,35.55,57.94,804,61,6
11/12/2022,11:59:16,35.56,57.94,793,59,6
11/12/2022,11:59:21,35.58,57.95,793,59,7
11/12/2022,11:59:27,35.55,57.94,808,62,7
11/12/2022,11:59:33,35.59,57.91,800,60,7
11/12/2022,11:59:38,35.59,57.9,793,59,7
11/12/2022,11:59:44,35.59,57.9,800,60,7
11/12/2022,11:59:49,35.59,57.9,793,59,7
11/12/2022,11:59:55,35.59,57.9,808,62,6
11/12/2022,12:00:00,35.61,57.88,793,59,6
11/12/2022,12:00:06,35.59,57.88,793,59,6
11/12/2022,12:00:11,35.61,57.84,793,59,6
11/12/2022,12:00:16,35.62,57.83,783,58,7
11/12/2022,12:00:22,35.63,57.82,793,59,6
11/12/2022,12:00:27,35.65,57.82,793,59,6
11/12/2022,12:00:33,35.63,57.81,793,59,6
11/12/2022,12:00:39,35.65,57.83,800,60,7
11/12/2022,12:00:45,35.65,57.83,808,62,7
11/12/2022,12:00:51,35.63,57.84,832,65,7
11/12/2022,12:00:57,35.65,57.83,800,60,7
11/12/2022,12:01:02,35.66,57.82,783,58,7
11/12/2022,12:01:07,35.68,57.85,793,59,6
11/12/2022,12:01:13,35.66,57.83,815,63,6
11/12/2022,12:01:19,35.68,57.81,780,57,6
11/12/2022,12:01:24,35.67,57.83,791,59,6
11/12/2022,12:01:30,35.69,57.81,791,59,6
11/12/2022,12:01:35,35.69,57.78,772,56,6
11/12/2022,12:01:41,35.69,57.76,772,56,7
11/12/2022,12:01:47,35.69,57.75,765,55,7
11/12/2022,12:01:53,35.68,57.73,772,56,6
11/12/2022,12:01:59,35.71,57.72,772,56,7
11/12/2022,12:02:04,35.69,57.71,806,61,7
11/12/2022,12:02:10,35.72,57.67,791,59,7
11/12/2022,12:02:16,35.69,57.65,791,59,7
11/12/2022,12:02:21,35.73,57.62,780,57,6
11/12/2022,12:02:27,35.73,57.63,780,57,6
11/12/2022,12:02:32,35.73,57.63,780,57,7
11/12/2022,12:02:37,35.72,57.62,798,60,7
11/12/2022,12:02:42,35.75,57.62,772,56,7
11/12/2022,12:02:48,35.75,57.64,780,57,7
11/12/2022,12:02:53,35.77,57.61,780,57,7
11/12/2022,12:02:59,35.77,57.63,806,61,7
11/12/2022,12:03:04,35.75,57.61,765,55,7
11/12/2022,12:03:10,35.75,57.63,772,56,7
11/12/2022,12:03:15,35.77,57.61,768,56,7
11/12/2022,12:03:20,35.77,57.62,776,57,7
